 time                    v(in)                   v(out)                 
 7.3251422490150115e-04 -9.9397075928457230e+00  6.7078978138890011e-01 
 7.3450621689349319e-04 -9.9526519964954900e+00  6.4966190629316656e-01 
 7.3649820888548522e-04 -9.9640373213583473e+00  6.2855186767818583e-01 
 7.3849020087747726e-04 -9.9738617839278945e+00  6.0746273440608034e-01 
 7.4048219286946930e-04 -9.9821238452061714e+00  5.8639757253781466e-01 
 7.4247418486146134e-04 -9.9888222109447184e+00  5.6535944485195611e-01 
 7.4446617685345337e-04 -9.9939558318473338e+00  5.4435141036395041e-01 
 7.4645816884544541e-04 -9.9975239037344448e+00  5.2337652384598998e-01 
 7.4845016083743745e-04 -9.9995258676690764e+00  5.0243783534754771e-01 
 7.5044215282942949e-04 -9.9999614100444152e+00  4.8153838971665319e-01 
 7.5243414482142152e-04 -9.9988304626329256e+00  4.6068122612198537e-01 
 7.5442613681341356e-04 -9.9961332025970506e+00  4.3986937757585626e-01 
 7.5641812880540560e-04 -9.9918700524614508e+00  4.1910587045816172e-01 
 7.5841012079739764e-04 -9.9860416800468172e+00  3.9839372404137241e-01 
 7.6040211278938967e-04 -9.9786489983652604e+00  3.7773595001664007e-01 
 7.6239410478138171e-04 -9.9696931654772829e+00  3.5713555202109376e-01 
 7.6438609677337375e-04 -9.9591755843103762e+00  3.3659552516639901e-01 
 7.6637808876536579e-04 -9.9470979024392427e+00  3.1611885556865410e-01 
 7.6837008075735782e-04 -9.9334620118277162e+00  2.9570851987969843e-01 
 7.7036207274934986e-04 -9.9182700485323760e+00  2.7536748481990436e-01 
 7.7235406474134190e-04 -9.9015243923679410e+00  2.5509870671252644e-01 
 7.7434605673333393e-04 -9.8832276665344700e+00  2.3490513101968222e-01 
 7.7633804872532597e-04 -9.8633827372064360e+00  2.1478969188003527e-01 
 7.7833004071731801e-04 -9.8419927130837515e+00  1.9475531164825416e-01 
 7.8032203270931005e-04 -9.8190609449047770e+00  1.7480490043631955e-01 
 7.8231402470130208e-04 -9.7945910249214378e+00  1.5494135565675038e-01 
 7.8430601669329412e-04 -9.7685867863365043e+00  1.3516756156782148e-01 
 7.8629800868528616e-04 -9.7410523027031068e+00  1.1548638882084343e-01 
 7.8829000067727820e-04 -9.7119918872866347e+00  9.5900694009576140e-02 
 7.9028199266927023e-04 -9.6814100923890489e+00  7.6413319221845896e-02 
 7.9227398466126227e-04 -9.6493117086357714e+00  5.7027091593436628e-02 
 7.9426597665325431e-04 -9.6157017642252409e+00  3.7744822864325366e-02 
 7.9625796864524635e-04 -9.5805855241412381e+00  1.8569308937331087e-02 
 7.9824996063723838e-04 -9.5439684893281385e+00 -4.9667056075371262e-04 
 8.0024195262923042e-04 -9.5058563958291824e+00 -1.9450352715480120e-02 
 8.0223394462122246e-04 -9.4662552138879281e+00 -3.8288991758440062e-02 
 8.0422593661321450e-04 -9.4251711470130246e+00 -5.7009859498275924e-02 
 8.0621792860520653e-04 -9.3826106310064183e+00 -7.5610245748934976e-02 
 8.0820992059719857e-04 -9.3385803329552104e+00 -9.4087458755101466e-02 
 8.1020191258919061e-04 -9.2930871501872314e+00 -1.1243882561473989e-01 
 8.1219390458118264e-04 -9.2461382091906010e+00 -1.3066169269868297e-01 
 8.1418589657317468e-04 -9.1977408644973622e+00 -1.4875342606719902e-01 
 8.1617788856516672e-04 -9.1479026975313822e+00 -1.6671141188347302e-01 
 8.1816988055715876e-04 -9.0966315154207482e+00 -1.8453305682393706e-01 
 8.2016187254915079e-04 -9.0439353497747650e+00 -2.0221578848538535e-01 
 8.2215386454114283e-04 -8.9898224554258217e+00 -2.1975705578881061e-01 
 8.2414585653313487e-04 -8.9343013091362593e+00 -2.3715432937989817e-01 
 8.2613784852512691e-04 -8.8773806082704994e+00 -2.5440510202611522e-01 
 8.2812984051711894e-04 -8.8190692694326138e+00 -2.7150688901033293e-01 
 8.3012183250911098e-04 -8.7593764270695260e+00 -2.8845722852091971e-01 
 8.3211382450110302e-04 -8.6983114320401036e+00 -3.0525368203824488e-01 
 8.3410581649309506e-04 -8.6358838501503783e+00 -3.2189383471753180e-01 
 8.3609780848508709e-04 -8.5721034606550219e+00 -3.3837529576800063e-01 
 8.3808980047707913e-04 -8.5069802547254731e+00 -3.5469569882824137e-01 
 8.4008179246907117e-04 -8.4405244338847893e+00 -3.7085270233775802e-01 
 8.4207378446106321e-04 -8.3727464084096148e+00 -3.8684398990462676e-01 
 8.4406577645305524e-04 -8.3036567956993839e+00 -4.0266727066920899e-01 
 8.4605776844504728e-04 -8.2332664186131268e+00 -4.1832027966386331e-01 
 8.4804976043703932e-04 -8.1615863037740866e+00 -4.3380077816860019e-01 
 8.5004175242903135e-04 -8.0886276798423680e+00 -4.4910655406262262e-01 
 8.5203374442102339e-04 -8.0144019757559963e+00 -4.6423542217169905e-01 
 8.5402573641301543e-04 -7.9389208189405895e+00 -4.7918522461131285e-01 
 8.5601772840500747e-04 -7.8621960334878889e+00 -4.9395383112553548e-01 
 8.5800972039699950e-04 -7.7842396383035704e+00 -5.0853913942156981e-01 
 8.6000171238899154e-04 -7.7050638452244335e+00 -5.2293907549991170e-01 
 8.6199370438098358e-04 -7.6246810571054748e+00 -5.3715159398007772e-01 
 8.6398569637297562e-04 -7.5431038658769447e+00 -5.5117467842184720e-01 
 8.6597768836496765e-04 -7.4603450505718385e+00 -5.6500634164197050e-01 
 8.6796968035695969e-04 -7.3764175753240933e+00 -5.7864462602629163e-01 
 8.6996167234895173e-04 -7.2913345873377189e+00 -5.9208760383723724e-01 
 8.7195366434094377e-04 -7.2051094148273132e+00 -6.0533337751662419e-01 
 8.7394565633293580e-04 -7.1177555649302224e+00 -6.1838007998373734e-01 
 8.7593764832492784e-04 -7.0292867215906130e+00 -6.3122587492863302e-01 
 8.7792964031691988e-04 -6.9397167434159304e+00 -6.4386895710061776e-01 
 8.7992163230891192e-04 -6.8490596615059101e+00 -6.5630755259186246e-01 
 8.8191362430090395e-04 -6.7573296772546598e+00 -6.6853991911610433e-01 
 8.8390561629289599e-04 -6.6645411601259719e+00 -6.8056434628239315e-01 
 8.8589760828488803e-04 -6.5707086454023731e+00 -6.9237915586384002e-01 
 8.8788960027688007e-04 -6.4758468319081981e+00 -7.0398270206132618e-01 
 8.8988159226887210e-04 -6.3799705797069786e+00 -7.1537337176212978e-01 
 8.9187358426086414e-04 -6.2830949077736733e+00 -7.2654958479343179e-01 
 8.9386557625285618e-04 -6.1852349916418978e+00 -7.3750979417065865e-01 
 8.9585756824484821e-04 -6.0864061610267406e+00 -7.4825248634062547e-01 
 8.9784956023684025e-04 -5.9866238974233177e+00 -7.5877618141944114e-01 
 8.9984155222883229e-04 -5.8859038316816239e+00 -7.6907943342513629e-01 
 9.0183354422082433e-04 -5.7842617415579927e+00 -7.7916083050497920e-01 
 9.0382553621281636e-04 -5.6817135492434687e+00 -7.8901899515744511e-01 
 9.0581752820480840e-04 -5.5782753188696290e+00 -7.9865258444880105e-01 
 9.0780952019680044e-04 -5.4739632539921601e+00 -8.0806029022427472e-01 
 9.0980151218879248e-04 -5.3687936950525348e+00 -8.1724083931377378e-01 
 9.1179350418078451e-04 -5.2627831168183405e+00 -8.2619299373212329e-01 
 9.1378549617277655e-04 -5.1559481258024542e+00 -8.3491555087379010e-01 
 9.1577748816476859e-04 -5.0483054576617068e+00 -8.4340734370206272e-01 
 9.1776948015676063e-04 -4.9398719745751860e+00 -8.5166724093265778e-01 
 9.1976147214875266e-04 -4.8306646626028158e+00 -8.5969414721172566e-01 
 9.2175346414074470e-04 -4.7207006290245133e+00 -8.6748700328822415e-01 
 9.2374545613273674e-04 -4.6099970996602968e+00 -8.7504478618063664e-01 
 9.2573744812472878e-04 -4.4985714161718908e+00 -8.8236650933800631e-01 
 9.2772944011672081e-04 -4.3864410333461867e+00 -8.8945122279526179e-01 
 9.2972143210871285e-04 -4.2736235163609022e+00 -8.9629801332281078e-01 
 9.3171342410070489e-04 -4.1601365380330648e+00 -9.0290600457037695e-01 
 9.3370541609269692e-04 -4.0459978760505129e+00 -9.0927435720505867e-01 
 9.3569740808468896e-04 -3.9312254101870865e+00 -9.1540226904358657e-01 
 9.3768940007668100e-04 -3.8158371195017176e+00 -9.2128897517876129e-01 
 9.3968139206867304e-04 -3.6998510795220403e+00 -9.2693374810004914e-01 
 9.4167338406066507e-04 -3.5832854594128882e+00 -9.3233589780831927e-01 
 9.4366537605265711e-04 -3.4661585191300590e+00 -9.3749477192470199e-01 
 9.4565736804464915e-04 -3.3484886065599206e+00 -9.4240975579355302e-01 
 9.4764936003664119e-04 -3.2302941546452466e+00 -9.4708027257950733e-01 
 9.4964135202863322e-04 -3.1115936784976501e+00 -9.5150578335860558e-01 
 9.5163334402062526e-04 -2.9924057724972601e+00 -9.5568578720348152e-01 
 9.5362533601261730e-04 -2.8727491073798568e+00 -9.5961982126259515e-01 
 9.5561732800460934e-04 -2.7526424273121735e+00 -9.6330746083349950e-01 
 9.5760931999660137e-04 -2.6321045469555733e+00 -9.6674831943013051e-01 
 9.5960131198859341e-04 -2.5111543485187644e+00 -9.6994204884410928e-01 
 9.6159330398058545e-04 -2.3898107787999363e+00 -9.7288833920004403e-01 
 9.6358529597257749e-04 -2.2680928462186998e+00 -9.7558691900482897e-01 
 9.6557728796456952e-04 -2.1460196178384519e+00 -9.7803755519092728e-01 
 9.6756927995656156e-04 -2.0236102163795469e+00 -9.8024005315363461e-01 
 9.6956127194855360e-04 -1.9008838172237097e+00 -9.8219425678231265e-01 
 9.7155326394054563e-04 -1.7778596454102069e+00 -9.8390004848559576e-01 
 9.7354525593253767e-04 -1.6545569726242668e+00 -9.8535734921055784e-01 
 9.7553724792452971e-04 -1.5309951141782052e+00 -9.8656611845584419e-01 
 9.7752923991652175e-04 -1.4071934259856378e+00 -9.8752635427875934e-01 
 9.7952123190851378e-04 -1.2831713015294093e+00 -9.8823809329631762e-01 
 9.8151322390050582e-04 -1.1589481688236405e+00 -9.8870141068024686e-01 
 9.8350521589249786e-04 -1.0345434873702832e+00 -9.8891642014595404e-01 
 9.8549720788448990e-04 -9.0997674511082605e-01 -9.8888327393545161e-01 
 9.8748919987648193e-04 -7.8526745537353226e-01 -9.8860216279424651e-01 
 9.8948119186847397e-04 -6.6043515381666817e-01 -9.8807331594219627e-01 
 9.9147318386046601e-04 -5.3549939536823310e-01 -9.8729700103833617e-01 
 9.9346517585245805e-04 -4.1047975116270458e-01 -9.8627352413968417e-01 
 9.9545716784445008e-04 -2.8539580547525639e-01 -9.8500322965402898e-01 
 9.9744915983644212e-04 -1.6026715265383548e-01 -9.8348650028670959e-01 
 9.9944115182843416e-04 -3.5113394049743056e-02 -9.8172375698139303e-01 
 1.0014331438204262e-03  9.0045865052891749e-02 -9.7971545885486166e-01 
 1.0034251358124182e-03  2.1519101850828892e-01 -9.7746210312581860e-01 
 1.0054171278044103e-03  3.4030246238032108e-01 -9.7496422503772373e-01 
 1.0074091197964023e-03  4.6536059801348861e-01 -9.7222239777567043e-01 
 1.0094011117883943e-03  5.9034583510292515e-01 -9.6923723237731929e-01 
 1.0113931037803864e-03  7.1523859476336227e-01 -9.6600937763789796e-01 
 1.0133850957723784e-03  8.4001931259603757e-01 -9.6253952000928822e-01 
 1.0153770877643705e-03  9.6466844175352073e-01 -9.5882838349320987e-01 
 1.0173690797563625e-03  1.0891664560016932e+00 -9.5487672952852265e-01 
 1.0193610717483545e-03  1.2134938527784964e+00 -9.5068535687266198e-01 
 1.0213530637403466e-03  1.3376311562490550e+00 -9.4625510147722647e-01 
 1.0233450557323386e-03  1.4615589203565307e+00 -9.4158683635773899e-01 
 1.0253370477243306e-03  1.5852577318683123e+00 -9.3668147145759928e-01 
 1.0273290397163227e-03  1.7087082134171436e+00 -9.3153995350625030e-01 
 1.0293210317083147e-03  1.8318910265365538e+00 -9.2616326587158104e-01 
 1.0313130237003068e-03  1.9547868746901940e+00 -9.2055242840658880e-01 
 1.0333050156922988e-03  2.0773765062946836e+00 -9.1470849729032455e-01 
 1.0352970076842908e-03  2.1996407177353450e+00 -9.0863256486314514e-01 
 1.0372889996762829e-03  2.3215603563743739e+00 -9.0232575945630189e-01 
 1.0392809916682749e-03  2.4431163235512283e+00 -8.9578924521588710e-01 
 1.0412729836602669e-03  2.5642895775743249e+00 -8.8902422192117125e-01 
 1.0432649756522590e-03  2.6850611367038919e+00 -8.8203192479735582e-01 
 1.0452569676442510e-03  2.8054120821255384e+00 -8.7481362432277177e-01 
 1.0472489596362431e-03  2.9253235609138621e+00 -8.6737062603055404e-01 
 1.0492409516282351e-03  3.0447767889856481e+00 -8.5970427030482488e-01 
 1.0512329436202271e-03  3.1637530540425329e+00 -8.5181593217141494e-01 
 1.0532249356122192e-03  3.2822337185021686e+00 -8.4370702108315676e-01 
 1.0552169276042112e-03  3.4002002224178614e+00 -8.3537898069978422e-01 
 1.0572089195962032e-03  3.5176340863859479e+00 -8.2683328866247197e-01 
 1.0592009115881953e-03  3.6345169144405700e+00 -8.1807145636305012e-01 
 1.0611929035801873e-03  3.7508303969354380e+00 -8.0909502870793071e-01 
 1.0631848955721794e-03  3.8665563134120076e+00 -7.9990558387678212e-01 
 1.0651768875641714e-03  3.9816765354536821e+00 -7.9050473307599212e-01 
 1.0671688795561634e-03  4.0961730295256702e+00 -7.8089412028695282e-01 
 1.0691608715481555e-03  4.2100278597999061e+00 -7.7107542200921186e-01 
 1.0711528635401475e-03  4.3232231909646659e+00 -7.6105034699852792e-01 
 1.0731448555321395e-03  4.4357412910185126e+00 -7.5082063599987270e-01 
 1.0751368475241316e-03  4.5475645340479867e+00 -7.4038806147541958e-01 
 1.0771288395161236e-03  4.6586754029886377e+00 -7.2975442732756157e-01 
 1.0791208315081157e-03  4.7690564923691872e+00 -7.1892156861700551e-01 
 1.0811128235001077e-03  4.8786905110380001e+00 -7.0789135127598113e-01 
 1.0831048154920997e-03  4.9875602848717184e+00 -6.9666567181661476e-01 
 1.0850968074840918e-03  5.0956487594656696e+00 -6.8524645703451048e-01 
 1.0870887994760838e-03  5.2029390028053477e+00 -6.7363566370758587e-01 
 1.0890807914680758e-03  5.3094142079188593e+00 -6.6183527829021060e-01 
 1.0910727834600679e-03  5.4150576955097094e+00 -6.4984731660269357e-01 
 1.0930647754520599e-03  5.5198529165695875e+00 -6.3767382351617008e-01 
 1.0950567674440520e-03  5.6237834549708001e+00 -6.2531687263293612e-01 
 1.0970487594360440e-03  5.7268330300378327e+00 -6.1277856596227986e-01 
 1.0990407514280360e-03  5.8289854990976888e+00 -6.0006103359186347e-01 
 1.1010327434200281e-03  5.9302248600086749e+00 -5.8716643335470375e-01 
 1.1030247354120201e-03  6.0305352536671091e+00 -5.7409695049180620e-01 
 1.1050167274040121e-03  6.1299009664916193e+00 -5.6085479731050381e-01 
 1.1070087193960042e-03  6.2283064328847182e+00 -5.4744221283855432e-01 
 1.1090007113879962e-03  6.3257362376711228e+00 -5.3386146247405109e-01 
 1.1109927033799883e-03  6.4221751185124880e+00 -5.2011483763120103e-01 
 1.1129846953719803e-03  6.5176079682983543e+00 -5.0620465538202708e-01 
 1.1149766873639723e-03  6.6120198375125883e+00 -4.9213325809404868e-01 
 1.1169686793559644e-03  6.7053959365751989e+00 -4.7790301306399929e-01 
 1.1189606713479564e-03  6.7977216381591985e+00 -4.6351631214763689e-01 
 1.1209526633399484e-03  6.8889824794819399e+00 -4.4897557138570643e-01 
 1.1229446553319405e-03  6.9791641645706353e+00 -4.3428323062611290e-01 
 1.1249366473239325e-03  7.0682525665019238e+00 -4.1944175314236254e-01 
 1.1269286393159245e-03  7.1562337296147636e+00 -4.0445362524833389e-01 
 1.1289206313079166e-03  7.2430938716966287e+00 -3.8932135590943839e-01 
 1.1309126232999086e-03  7.3288193861424746e+00 -3.7404747635023106e-01 
 1.1329046152919007e-03  7.4133968440861793e+00 -3.5863453965853320e-01 
 1.1348966072838927e-03  7.4968129965042172e+00 -3.4308512038612904e-01 
 1.1368885992758847e-03  7.5790547762910858e+00 -3.2740181414609831e-01 
 1.1388805912678768e-03  7.6601093003062468e+00 -3.1158723720684867e-01 
 1.1408725832598688e-03  7.7399638713923045e+00 -2.9564402608291146e-01 
 1.1428645752518608e-03  7.8186059803639889e+00 -2.7957483712256437e-01 
 1.1448565672438529e-03  7.8960233079676954e+00 -2.6338234609234551e-01 
 1.1468485592358449e-03  7.9722037268113288e+00 -2.4706924775852504e-01 
 1.1488405512278370e-03  8.0471353032640422e+00 -2.3063825546559918e-01 
 1.1508325432198290e-03  8.1208062993255865e+00 -2.1409210071187232e-01 
 1.1528245352118210e-03  8.1932051744651595e+00 -1.9743353272219405e-01 
 1.1548165272038131e-03  8.2643205874291503e+00 -1.8066531801791863e-01 
 1.1568085191958051e-03  8.3341413980177386e+00 -1.6379023998415321e-01 
 1.1588005111877971e-03  8.4026566688300655e+00 -1.4681109843436349e-01 
 1.1607925031797892e-03  8.4698556669775034e+00 -1.2973070917240437e-01 
 1.1627844951717812e-03  8.5357278657650060e+00 -1.1255190355204445e-01 
 1.1647764871637733e-03  8.6002629463400950e+00 -9.5277528034053746e-02 
 1.1667684791557653e-03  8.6634507993092882e+00 -7.7910443740923402e-02 
 1.1687604711477573e-03  8.7252815263217602e+00 -6.0453526009287453e-02 
 1.1707524631397494e-03  8.7857454416199001e+00 -4.2909663940116693e-02 
 1.1727444551317414e-03  8.8448330735565683e+00 -2.5281759946755335e-02 
 1.1747364471237334e-03  8.9025351660788559e+00 -7.5727293008708268e-03 
 1.1767284391157255e-03  8.9588426801780212e+00  1.0214500323611615e-02 
 1.1787204311077175e-03  9.0137467953054458e+00  2.8076989308518607e-02 
 1.1807124230997096e-03  9.0672389107543800e+00  4.6011786551310406e-02 
 1.1827044150917016e-03  9.1193106470072429e+00  6.4015929926763013e-02 
 1.1846964070836936e-03  9.1699538470482391e+00  8.2086446750378100e-02 
 1.1866883990756857e-03  9.2191605776412029e+00  1.0022035424344834e-01 
 1.1886803910676777e-03  9.2669231305722981e+00  1.1841465999970514e-01 
 1.1906723830596697e-03  9.3132340238575004e+00  1.3666636245347571e-01 
 1.1926643750516618e-03  9.3580860029146926e+00  1.5497245134927617e-01 
 1.1946563670436538e-03  9.4014720417000532e+00  1.7332990821276717e-01 
 1.1966483590356459e-03  9.4433853438086803e+00  1.9173570682299812e-01 
 1.1986403510276379e-03  9.4838193435392721e+00  2.1018681368586595e-01 
 1.2006323430196299e-03  9.5227677069226218e+00  2.2868018850871483e-01 
 1.2026243350116220e-03  9.5602243327138421e+00  2.4721278467600166e-01 
 1.2046163270036140e-03  9.5961833533481169e+00  2.6578154972595336e-01 
 1.2066083189956060e-03  9.6306391358598464e+00  2.8438342582814125e-01 
 1.2086003109875981e-03  9.6635862827650634e+00  3.0301535026189735e-01 
 1.2105923029795901e-03  9.6950196329069431e+00  3.2167425589549808e-01 
 1.2125842949715822e-03  9.7249342622642807e+00  3.4035707166604040e-01 
 1.2145762869635742e-03  9.7533254847228577e+00  3.5906072305993431e-01 
 1.2165682789555662e-03  9.7801888528095109e+00  3.7778213259393750e-01 
 1.2185602709475583e-03  9.8055201583888252e+00  3.9651822029665656e-01 
 1.2205522629395503e-03  9.8293154333223409e+00  4.1526590419043846e-01 
 1.2225442549315423e-03  9.8515709500901600e+00  4.3402210077357789e-01 
 1.2245362469235344e-03  9.8722832223748505e+00  4.5278372550276502e-01 
 1.2265282389155264e-03  9.8914490056075959e+00  4.7154769327569618e-01 
 1.2285202309075185e-03  9.9090652974764453e+00  4.9031091891377454e-01 
 1.2305122228995105e-03  9.9251293383966139e+00  5.0907031764482358e-01 
 1.2325042148915025e-03  9.9396386119427902e+00  5.2782280558573802e-01 
 1.2344962068834946e-03  9.9525908452433178e+00  5.4656530022499605e-01 
 1.2364881988754866e-03  9.9639840093362508e+00  5.6529472090495858e-01 
 1.2384801908674786e-03  9.9738163194871845e+00  5.8400798930387943e-01 
 1.2404721828594707e-03  9.9820862354688291e+00  6.0270202991754940e-01 
 1.2424641748514627e-03  9.9887924618022943e+00  6.2137377054050158e-01 
 1.2444561668434548e-03  9.9939339479600200e+00  6.4002014274670072e-01 
 1.2464481588354468e-03  9.9975098885303435e+00  6.5863808236964083e-01 
 1.2484401508274388e-03  9.9995197233436635e+00  6.7722452998177818e-01 
 1.2504321428194309e-03  9.9999631375601936e+00  6.9577643137322109e-01 
 1.2524241348114229e-03  9.9988400617192834e+00  7.1429073802960508e-01 
 1.2544161268034149e-03  9.9961506717502964e+00  7.3276440760907657e-01 
 1.2564081187954070e-03  9.9918953889450464e+00  7.5119440441831076e-01 
 1.2584001107873990e-03  9.9860748798918149e+00  7.6957769988748859e-01 
 1.2603921027793911e-03  9.9786900563709171e+00  7.8791127304415987e-01 
 1.2623840947713831e-03  9.9697420752118795e+00  8.0619211098591703e-01 
 1.2643760867633751e-03  9.9592323381122210e+00  8.2441720935180474e-01 
 1.2663680787553672e-03  9.9471624914178811e+00  8.4258357279239471e-01 
 1.2683600707473592e-03  9.9335344258653056e+00  8.6068821543844820e-01 
 1.2703520627393512e-03  9.9183502762852918e+00  8.7872816136809562e-01 
 1.2723440547313433e-03  9.9016124212685384e+00  8.9670044507245805e-01 
 1.2743360467233353e-03  9.8833234827930578e+00  9.1460211191963969e-01 
 1.2763280387153274e-03  9.8634863258134402e+00  9.3243021861701703e-01 
 1.2783200307073194e-03  9.8421040578120547e+00  9.5018183367175224e-01 
 1.2803120226993114e-03  9.8191800283122745e+00  9.6785403784946034e-01 
 1.2823040146913035e-03  9.7947178283537681e+00  9.8544392463095687e-01 
 1.2842960066832955e-03  9.7687212899299567e+00  1.0029486006670141e+00 
 1.2862879986752875e-03  9.7411944853877550e+00  1.0203651862310561e+00 
 1.2882799906672796e-03  9.7121417267896213e+00  1.0376908156697207e+00 
 1.2902719826592716e-03  9.6815675652380708e+00  1.0549226378512166e+00 
 1.2922639746512637e-03  9.6494767901627796e+00  1.0720578166114103e+00 
 1.2942559666432557e-03  9.6158744285702795e+00  1.0890935311975662e+00 
 1.2962479586352477e-03  9.5807657442565066e+00  1.1060269767096738e+00 
 1.2982399506272398e-03  9.5441562369822357e+00  1.1228553645392940e+00 
 1.3002319426192318e-03  9.5060516416115153e+00  1.1395759228058535e+00 
 1.3022239346112238e-03  9.4664579272133267e+00  1.1561858967903209e+00 
 1.3042159266032159e-03  9.4253812961265311e+00  1.1726825493661945e+00 
 1.3062079185952079e-03  9.3828281829882592e+00  1.1890631614277358e+00 
 1.3081999105872000e-03  9.3388052537259583e+00  1.2053250323153804e+00 
 1.3101919025791920e-03  9.2933194045131451e+00  1.2214654802382610e+00 
 1.3121838945711840e-03  9.2463777606891320e+00  1.2374818426937759e+00 
 1.3141758865631761e-03  9.1979876756428780e+00  1.2533714768841373e+00 
 1.3161678785551681e-03  9.1481567296610162e+00  1.2691317601298320e+00 
 1.3181598705471601e-03  9.0968927287404640e+00  1.2847600902799345e+00 
 1.3201518625391522e-03  9.0442037033656142e+00  1.3002538861192026e+00 
 1.3221438545311442e-03  8.9900979072503233e+00  1.3156105877718971e+00 
 1.3241358465231362e-03  8.9345838160449915e+00  1.3308276571022573e+00 
 1.3261278385151283e-03  8.8776701260088835e+00  1.3459025781115734e+00 
 1.3281198305071203e-03  8.8193657526478137e+00  1.3608328573317918e+00 
 1.3301118224991124e-03  8.7596798293175695e+00  1.3756160242155921e+00 
 1.3321038144911044e-03  8.6986217057931619e+00  1.3902496315228752e+00 
 1.3340958064830964e-03  8.6362009468041894e+00  1.4047312557036002e+00 
 1.3360877984750885e-03  8.5724273305365237e+00  1.4190584972769127e+00 
 1.3380797904670805e-03  8.5073108471005892e+00  1.4332289812065009e+00 
 1.3400717824590725e-03  8.4408616969663655e+00  1.4472403572721275e+00 
 1.3420637744510646e-03  8.3730902893655248e+00  1.4610903004372726e+00 
 1.3440557664430566e-03  8.3040072406608214e+00  1.4747765112128330e+00 
 1.3460477584350487e-03  8.2336233726830290e+00  1.4882967160168215e+00 
 1.3480397504270407e-03  8.1619497110357511e+00  1.5016486675300065e+00 
 1.3500317424190327e-03  8.0889974833681997e+00  1.5148301450474420e+00 
 1.3520237344110248e-03  8.0147781176164195e+00  1.5278389548258269e+00 
 1.3540157264030168e-03  7.9393032402131558e+00  1.5406729304266429e+00 
 1.3560077183950088e-03  7.8625846742664613e+00  1.5533299330550150e+00 
 1.3579997103870009e-03  7.7846344377077159e+00  1.5658078518942447e+00 
 1.3599917023789929e-03  7.7054647414090072e+00  1.5781046044359597e+00 
 1.3619836943709850e-03  7.6250879872702502e+00  1.5902181368058306e+00 
 1.3639756863629770e-03  7.5435167662764684e+00  1.6021464240848031e+00 
 1.3659676783549690e-03  7.4607638565254542e+00  1.6138874706257953e+00 
 1.3679596703469611e-03  7.3768422212260170e+00  1.6254393103658118e+00 
 1.3699516623389531e-03  7.2917650066673447e+00  1.6368000071334223e+00 
 1.3719436543309451e-03  7.2055455401596404e+00  1.6479676549515592e+00 
 1.3739356463229372e-03  7.1181973279463939e+00  1.6589403783355887e+00 
 1.3759276383149292e-03  7.0297340530886299e+00  1.6697163325866029e+00 
 1.3779196303069213e-03  6.9401695733215067e+00  1.6802937040798920e+00 
 1.3799116222989133e-03  6.8495179188834339e+00  1.6906707105485501e+00 
 1.3819036142909053e-03  6.7577932903183004e+00  1.7008456013621687e+00 
 1.3838956062828974e-03  6.6650100562509342e+00  1.7108166578005775e+00 
 1.3858875982748894e-03  6.5711827511362682e+00  1.7205821933225831e+00 
 1.3878795902668814e-03  6.4763260729825678e+00  1.7301405538296724e+00 
 1.3898715822588735e-03  6.3804548810489150e+00  1.7394901179246338e+00 
 1.3918635742508655e-03  6.2835841935175516e+00  1.7486292971650546e+00 
 1.3938555662428576e-03  6.1857291851413461e+00  1.7575565363116583e+00 
 1.3958475582348496e-03  6.0869051848665308e+00  1.7662703135714428e+00 
 1.3978395502268416e-03  5.9871276734315604e+00  1.7747691408355790e+00 
 1.3998315422188337e-03  5.8864122809420385e+00  1.7830515639120341e+00 
 1.4018235342108257e-03  5.7847747844222059e+00  1.7911161627528820e+00 
 1.4038155262028177e-03  5.6822311053435168e+00  1.7989615516762660e+00 
 1.4058075181948098e-03  5.5787973071305865e+00  1.8065863795829826e+00 
 1.4077995101868018e-03  5.4744895926447761e+00  1.8139893301676429e+00 
 1.4097915021787939e-03  5.3693243016460857e+00  1.8211691221243895e+00 
 1.4117834941707859e-03  5.2633179082335166e+00  1.8281245093471292e+00 
 1.4137754861627779e-03  5.1564870182643974e+00  1.8348542811242534e+00 
 1.4157674781547700e-03  5.0488483667531430e+00  1.8413572623278152e+00 
 1.4177594701467620e-03  4.9404188152496333e+00  1.8476323135971326e+00 
 1.4197514621387540e-03  4.8312153491979188e+00  1.8536783315167897e+00 
 1.4217434541307461e-03  4.7212550752754376e+00  1.8594942487890094e+00 
 1.4237354461227381e-03  4.6105552187132686e+00  1.8650790344003667e+00 
 1.4257274381147302e-03  4.4991331205977856e+00  1.8704316937828216e+00 
 1.4277194301067222e-03  4.3870062351542485e+00  1.8755512689690437e+00 
 1.4297114220987142e-03  4.2741921270125101e+00  1.8804368387420007e+00 
 1.4317034140907063e-03  4.1607084684555744e+00  1.8850875187787959e+00 
 1.4336954060826983e-03  4.0465730366512851e+00  1.8895024617887233e+00 
 1.4356873980746903e-03  3.9318037108674613e+00  1.8936808576455251e+00 
 1.4376793900666824e-03  3.8164184696711025e+00  1.8976219335138267e+00 
 1.4396713820586744e-03  3.7004353881121972e+00  1.9013249539697319e+00 
 1.4416633740506665e-03  3.5838726348921131e+00  1.9047892211155577e+00 
 1.4436553660426585e-03  3.4667484695175403e+00  1.9080140746886938e+00 
 1.4456473580346505e-03  3.3490812394402001e+00  1.9109988921645638e+00 
